X,Y,OBJECTID,naziv,adresa,grad_cetvr,telefon,fax,email,web,vr_vrtica,tip_vrtica,nadlezan,gradjevina,kuhinja,dvorana,vdi,strani_jez
15.9771073150001,45.8395821300001,193,VJEVERICA,Ksaverska cesta 14,GORNJI GRAD-MEDVEŠČAK,01 467 3288,01 467 3289,vrtic.vjeverica@zagreb.hr,www.vrtic-vjeverica.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9724335810001,45.8584049350001,194,VJEVERICA,Gračani 9A,PODSLJEME,01 464 5786,,vrtic.vjeverica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
15.984269973,45.824812926,195,VJEVERICA,Ulica Milana Šufflaya 4,GORNJI GRAD-MEDVEŠČAK,01 468 3795,,vrtic.vjeverica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,"engleski, njemački"
15.985998647,45.818159903,196,VJEVERICA,Šalata 13,GORNJI GRAD-MEDVEŠČAK,01 492 0032,,vrtic.vjeverica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,engleski
15.99747273,45.7997643240001,197,VLADIMIRA NAZORA,Rapska ulica 1,TRNJE,01 618 0279,01 618 0279,vrtic.vladimiranazora@zagreb.hr,www.vrtic-vladimiranazora.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,NE,DA,engleski
16.0028494910001,45.794905095,198,VLADIMIRA NAZORA,Ulica Otona Župančiča 1,PEŠČENICA-ŽITNJAK,"01 614 4054, 01 614 4055",,vrtic.vladimiranazora@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.995572259,45.803744388,199,VLADIMIRA NAZORA,Supilova ulica 5,TRNJE,01 618 4196,,vrtic.vladimiranazora@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.9009143380001,45.81424644,200,VRAPČE,Ulica Nikole Gorjanskoga 7,PODSUSED-VRAPČE,01 345 0038,01 343 5590,vrtic.vrapce@zagreb.hr,www.vrtic-vrapce.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.8819332960001,45.816487598,201,VRAPČE,Ulica kerestinečkih žrtava 13,PODSUSED-VRAPČE,01 345 0857,,vrtic.vrapce@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.905092992,45.831765481,202,VRAPČE,Ulica Mihovila Gračanina 4A,PODSUSED-VRAPČE,01 348 7518,,vrtic.vrapce@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.8937772080001,45.818689233,203,VRAPČE,Rašljice 20,PODSUSED-VRAPČE,01 346 6950,,vrtic.vrapce@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9078431520001,45.8142739210001,204,VRAPČE,Vrabečak 5,PODSUSED-VRAPČE,01 345 4822,,vrtic.vrapce@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.9626160830001,45.7962049180001,205,VRBIK,Šetalište Jurija Gagarina 10,TRNJE,01 619 9440,01 619 8686,vrtic-vrbik@zagreb.hr,www.vrtic-vrbik.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.9627449880001,45.790045956,206,VRBIK,Prisavlje 4,TRNJE,01 619 5851,,vrtic-vrbik@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9684378160001,45.7971957440001,207,VRBIK,Ulica Fausta Vrančića 9,TRNJE,01 611 5037,,vrtic-vrbik@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
15.9938289670001,45.7808743370001,208,ZAPRUĐE,Vankina ulica 12,NOVI ZAGREB-ISTOK,01 667 5169,,vrtic.zaprudje@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.9830641680001,45.7803565350001,209,ZAPRUĐE,Ulica Ede Murtića 6 i 8,NOVI ZAGREB-ISTOK,01 663 6916,,vrtic.zaprudje@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,DA,DA,engleski
16.050702845,45.7945604400001,210,ZRNO,Ulica Nede Krmpotić 5,PEŠČENICA-ŽITNJAK,01 240 7351,01 237 1074,vrtic-zrno@zagreb.hr,www.vrtic-zrno.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,
16.0592394620001,45.7750086620001,211,ZRNO,I. Petruševec 1,PEŠČENICA-ŽITNJAK,01 237 1123,,vrtic-zrno@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,DA,
15.9272170940001,45.804909713,212,ZVONČIĆ,Hanamanova ulica 3A,TREŠNJEVKA-SJEVER,01 307 7290,01 307 7290,vrtic-zvoncic@zagreb.hr,www.vrtic-zvoncic.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
15.926817187,45.8015647830001,213,ZVONČIĆ,Voltino 48,TREŠNJEVKA-SJEVER,01 366 7214,,vrtic-zvoncic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.93007384,45.7988573870001,214,ZVONČIĆ,Ulica Dragutina Golika 46,TREŠNJEVKA-SJEVER,01 366 6574,,vrtic-zvoncic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,
15.9296918750001,45.8049375690001,215,ZVONČIĆ,Ulica Dragutina Golika 16,TREŠNJEVKA-SJEVER,01 307 7573,,vrtic-zvoncic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,engleski
15.9289357920001,45.804922725,216,ZVONČIĆ,Šibenska ulica 1,TREŠNJEVKA-SJEVER,01 307 7423,,vrtic-zvoncic@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamijenjeni stan,NE,NE,NE,
15.941259158,45.6632818780001,217,HRVATSKI LESKOVAC,"Šipkovina 5, Donji Dragonožec",BREZOVICA,,,vrtic-hrvatskileskovac@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,DA,DA,engleski
16.012784531,45.7643548680001,218,TRATINČICA,Kamenarka 37,NOVI ZAGREB-ISTOK,,,vrtic.tratincica@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",prenamiijenjena kuća,NE,NE,DA,engleski
15.965032609,45.809284544,219,IZVOR (KLINIKA ZA DJEČJE BOLESTI),Ulica Vjekoslava Klaića 16,DONJI GRAD,,,vrtic.izvor@zagreb.hr,,Vrtić u bolnici,BOLNICA,"Gradski ured za obrazovanje, sport i mlade",,NE,NE,NE,
16.0064531410001,45.824081468,220,BUKOVAC,Ulica Mije Kišpatića 12,MAKSIMIR,,,vrtic-bukovac@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,NE,NE,NE,
16.009001176,45.8393724420001,226,BUKOVAC,Trnac 67,MAKSIMIR,01 234 1131,01 234 5663,vrtic-bukovac@zagreb.hr,www.vrtic-bukovac.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,"engleski, njemački"
15.964979504,45.810624811,227,IZVOR,Prilaz Gjure Deželića 30,DONJI GRAD,01 484 6062,01 484 6063,vrtic.izvor@zagreb.hr,www.vrtic.izvor.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,NE,NE,DA,engleski
15.9981023760001,45.7807409420001,228,ZAPRUĐE,Baburičina ulica 11,NOVI ZAGREB-ISTOK,"01 667 1356, 01 667 3169, 01 660 9290",01 667 3169,vrtic.zaprudje@zagreb.hr,www.vrtic-zaprudje.zagreb.hr,Gradski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",namjenska građevina,DA,DA,DA,engleski
15.910255116,45.7897859130001,229,BAJKA,Kuzminečka ulica 12,TREŠNJEVKA-JUG,,,vrtic-bajka@zagreb.hr,,Gradski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9923505150001,45.82702958,230,SVEMIRKO,Srebrnjak 116,MAKSIMIR,01 560 6616,,info@svemirko.hr,www.svemirko.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,njemački
16.0031960860001,45.833217792,231,SV. FRANJE,Barutanski ogranak V. 5,MAKSIMIR,01 234 8556,01 234 8554,djecji.vrtic.svetog.franje@zg.t-com.hr,http://franjevke-dubrovnik-dance.net/dv-sv-franje/,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9973164400001,45.7492719350001,232,ČAROBNA ŠUMA,"Buzinski prilaz 33, Buzin",NOVI ZAGREB-ISTOK,099 214 5515,,vrtic.carobnasuma@gmail.com,www.carobnasuma.net,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.982191733,45.782720587,233,MALI ISTRAŽIVAČ,Ulica Ede Murtića 7,NOVI ZAGREB-ISTOK,01 889 5739,,ravnatelj@mali-istrazivac.hr,www.mali-istrazivac.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
15.887322248,45.7486734020001,234,LETEĆI MEDVJEDIĆI,"Ulica Mirka Bedeka 75D, Hrvatski Leskovac",NOVI ZAGREB-ZAPAD,"01 657 8784, 091 578 4755",01 373 3224,dvlm@vodatel.net,http://vrtic-letecimedvjedici.hr/,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.8893085550001,45.7641511300001,235,MALI SVIJET,"Borovik 5, Lučko",NOVI ZAGREB-ZAPAD,"01 653 0380, 098 614 931",01 653 0380,djecji.vrtic.mali.svijet@zg.t-com.hr,www.malisvijet.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.8844230560001,45.761629758,236,MALI SVIJET,"Unčanska ulica 5, Lučko",NOVI ZAGREB-ZAPAD,098 614 931,,djecji.vrtic.mali.svijet@zg.t-com.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.970544117,45.7601721680001,237,PINGVIN,Svetoklarska ulica 7,NOVI ZAGREB-ZAPAD,"097 775 9873, 095 888 7786",,info@vrtic-pingvin.com,www.vrtic-pingvin.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.91737721,45.7937726580001,238,ČUPKO,Rudeška cesta 150,TREŠNJEVKA-JUG,"01 387 2379, 091 387 2378",,zrinka@vrtic-cupko.hr,www.vrtic-cupko.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9226640150001,45.7953914170001,239,KOCKICA,Pešćanska ulica 162,TREŠNJEVKA-SJEVER,"01 561 7513, 099 757 2308",,katalinic.sandra@gmail.com,www.djecji-vrtic-kockica.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.889305123,45.8065011740001,240,KOCKICA,Stenjevečka ulica 46,STENJEVEC,099 757 2308,,katalinic.sandra@gmail.com,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.913876225,45.8008471380001,241,PANDA,Zagrebačka cesta 194,STENJEVEC,"01 553 2964, 091 444 0093",,info@dv-panda.hr,www.dv-panda.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9420740640001,45.8003073410001,242,"OSNOVNA MONTESSORI ŠKOLA ""BARUNICE DEDEE VRANYCZANI""",Ulica Matka Mandića 2,TREŠNJEVKA-SJEVER,01 369 4493,01 369 4493,omontess@gmail.com,www.montessori-škola.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.932262892,45.7906650990001,243,NEMO,Našička ulica 12,TREŠNJEVKA-JUG,"01 366 8815, 091 503 4107",,djecji.vrtic.nemo@zg.t-com.hr,www.vrtic-nemo.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.931922533,45.790034446,244,NEMO,Našička ulica 6,TREŠNJEVKA-JUG,091 503 4107,,djecji.vrtic.nemo@zg.t-com.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9469587040001,45.795105065,245,PIKULICA,Modruška ulica 19,TREŠNJEVKA-SJEVER,"01 301 0217, 091 572 0812",,info@pikulica.com,www.pikulica.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9316443010001,45.791163209,246,PIPI DUGA ČARAPA,Našička ulica 18,TREŠNJEVKA-JUG,"01 301 4952, 091 383 1506, 091 561 5569",01 301 4952,pipi.duga.carapa@zg.t-com.hr,www.pipidugacarapa.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
15.9414917710001,45.79205848,247,ŽABAC,Srednjaci 7,TREŠNJEVKA-JUG,"01 553 1400, 092 150 8676",01 553 1400,info@vrticzabac.hr,www.vrticzabac.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.926571742,45.8115819720001,248,"DOBRI, PODRUŽNICA ZAGREB",Gosposvetska ulica 33,ČRNOMEREC,099 795 1275,,zagrebdobri@gmail.com,www.dobri.org,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.947526006,45.8222490700001,249,MALA KUĆA,Vrhovec 81,ČRNOMEREC,"01 390 6669, 098 921 3195",,inesm@kindiezg.com,www.kindiezg.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9474591600001,45.818442528,250,SUNČEV SJAJ  NAZARET,Vrhovec 45,ČRNOMEREC,01 377 0863,,suncev-sjaj@zg.t-com.hr,www.suncev-sjaj.com,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.948287007,45.8169562890001,251,SV. MALE TEREZIJE,Vrhovec 29,ČRNOMEREC,01 560 2119,01 375 0943,dv_malaterezija@net.hr,http://vrtici.karmelbsi.hr/,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.883854103,45.7399824190001,252,SV. MALE TEREZIJE,"Leskovački brijeg 15, Hrvatski leskovac",NOVI ZAGREB-ZAPAD,01 657 8450,,dv_malaterezija@net.hr,,Vjerski vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
16.0534442100001,45.832703316,253,DJEČJA IGRA,Aleja Blaža Jurišića 9,GORNJA DUBRAVA,"01 291 5334, 091 391 5334",,info@djecja-igra.hr,www.djecja-igra.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.05237637,45.832910407,254,DJEČJA IGRA,Klekovačka ulica 32,GORNJA DUBRAVA,01 291 5334,,info@djecja-igra.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9103029510001,45.7892748040001,256,DJEČJA IGRA,Kuzminečka ulica 16 i 18,TREŠNJEVKA-JUG,01 387 2256,,info@djecja-igra.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
16.073708056,45.8288934290001,257,MALI CVRČAK,Četvrte Poljanice 4,GORNJA DUBRAVA,"01 292 3272, 099 324 715",01 292 4478,vrtic@mali-cvrcak.hr,www.cvrcak.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.05345772,45.8478149480001,259,SV. JOSIPA,Granešina 3,GORNJA DUBRAVA,01 292 9144,01 292 9144,dv.sv.josipa.zg@email.t-com.hr,www.kblj.hr/vrtic,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.0687616110001,45.8096372790001,260,RIBICA,Čulinečka cesta 190,DONJA DUBRAVA,098 278 914,,djecjivrtic.ribica@gmail.com,www.djecjivrtic-ribica.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.89525465,45.8055655380001,261,ČAROBNI DVORAC,Trg Ivana Kukuljevića 7,STENJEVEC,"01 389 0006, 098 907 5277",,adrianna.mrzljak@gmail.com,,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.8958873930001,45.7986847180001,262,HARFA,Špansko 26,STENJEVEC,091 780 9840,,djecjivrtic.harfa@gmail.com,www.mojkvart.hr/vrtic-jaslice-harfa,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,njemački
15.8955835310001,45.807489423,263,PALČIĆ,Ulica Saliha Alića 4,STENJEVEC,"01 370 4072, 098 160 5527",01 370 4072,info@palcic-zagreb.hr,www.palcic-zagreb.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.8469126270001,45.815589693,264,BAMBI,Mendlova ulica 1,PODSUSED-VRAPČE,"01 331 5460, 098 828 594",01 331 5460,djecji.vrtic.bambi@zg.t-com.hr,www.dv-bambi.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
15.8991617880001,45.833337606,265,ČAROBNA KUĆICA,Horvatnica 36,PODSUSED-VRAPČE,"01 345 9252, 092 268 9227, 098 418 528",,info@dv-carobna-kucica.hr,http://www.dv-carobna-kucica.hr/,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.8804696,45.8199981380001,266,KOŠNICA,Medpotoki 1A,PODSUSED-VRAPČE,"01 347 0326, 091 302 0270",01 347 0326,info@dv-kosnica.hr,www.dv-kosnica.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.87070899,45.8237676630001,267,LIMAČ,Dubravica 52,PODSUSED-VRAPČE,"01 349 9765, 091 305 2009",,info@limac.hr,www.limac.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.8699018780001,45.8227105460001,268,LIMAČ,Dubravica 41C,PODSUSED-VRAPČE,01 346 2658,,info@limac.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9848070040001,45.8611366420001,269,MAČAK U ČIZMAMA,Kvintička ulica 82 i 84,PODSLJEME,098 633 368,,info@macakucizmama.hr,www.macakucizmama.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9447549500001,45.8429198800001,270,OSNOVNA ŠKOLA KREATIVAN RAZVOJ,Dedići 102,PODSLJEME,"01 461 1007, 091 200 6286",01 463 6789,ravnatelj@kreativan-razvoj.hr,www.kreativan-razvoj.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.143608832,45.849975844,271,BALTAZAR,"Don Frane Bulića 23A, Popovec",SESVETE,"01 205 8594, 091 240 0017",01 410 0444,vrtic.baltazar@gmail.com,www.vrtic-baltazar.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9815887770001,45.811539086,272,MIRJAM WEILLER,Palmotićeva ulica 16,DONJI GRAD,"01 486 2750, 098 286 929",01 492 2692,vrtic.mirjamw@gmail.com,http://www.zoz.hr/home.php?content=content&term=27&key=26&key1=27,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,DA,hebrejski
16.00003466,45.8091124790001,274,SUNČEKO,Zavrtnica 3/1,DONJI GRAD,"01 560 4161, 092 287 7528",,suncekodv@gmail.com,,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,DA,engleski
15.9868426190001,45.8138533210001,275,SV. ANĐELA MERICI,Vlaška ulica 75,DONJI GRAD,01 455 4338,01 457 2402,dv-sv.angela.m@ursulinke.hr,http://www.ursulinke.hr/index5.php?pIDm1=5&pIDm2=5,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,DA,engleski
15.969409521,45.8110479470001,276,SV. VINKA,Frankopanska ulica 17,DONJI GRAD,01 483 1107,01 483 1107,mfaltak@gmail.com,http://dv-svetog-vinka.hr/,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,DA,engleski
15.961078292,45.8187213670001,277,BRAT SUNCE,Pantovčak 72A,GORNJI GRAD-MEDVEŠČAK,01 482 2455,01 482 2454,hsucic@gmail.com,www.vrtic-sunce.zagreb.hr,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9788365650001,45.8243900240001,278,CVJETNJAK,Nova Ves 55,GORNJI GRAD-MEDVEŠČAK,"01 466 8321, 098 187 7910",,cvjetnjak@gmail.com,http://www.ssmi.hr/zagreb/podstranica/vrtici,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.980466219,45.8504886530001,279,MALENI TALENTI,Remetski kamenjak 10,GORNJI GRAD-MEDVEŠČAK,"01 486 0836, 098 823 988",,malenitalenti@educarena.com,www.dv-malenitalenti.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
15.9770902390001,45.828155957,280,MARIJA PETKOVIĆ,Ulica Ive Mallina 4,GORNJI GRAD-MEDVEŠČAK,01 463 6796,01 467 7986,"dv.marija.petkovic@zg.t-com.hr, patricijajuric@gmail.com",http://marijapropetog.hr/marija1/vrtic,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.967966878,45.8316124130001,281,OBZORI,Kraljevečki ogranak 14,GORNJI GRAD-MEDVEŠČAK,01 457 8702,,milena@kindergarten.hr,,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9854033130001,45.7977643420001,282,BLAŽENA HOZANA,Trg Kardinala Franje Šepera 2,TRNJE,01 612 9283,01 612 9243,vrtic.blazena.hozana@zg.t-com.hr,http://www.dominikanke.org/index.php?option=com_content&view=category&layout=blog&id=15&Itemid=43,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9901914810001,45.8032108620001,283,DOBRO DRVO,Strojarska cesta 26,TRNJE,"01 889 7928, 091 936 3465",,dobrodrvo@dvdd.hr,http://www.dvdd.hr/,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.984993913,45.800983681,284,VITICA,Ulica grada Vukovara 229,TRNJE,01 613 7817,01 615 8404,dv.vitica@gmail.com,www.vitica.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
15.9693691320001,45.7929013790001,285,ČIGRA,Ulica Josipa Marohnića 3,TRNJE,01 611 1113,,cigra@cigravrtic.hr,,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.001995634,45.8026735540001,286,ČIGRA,Radnička cesta 50,TRNJE,01 653 5000,,cigra@cigravrtic.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.002984686,45.821855552,287,JORDANOVAC,Jordanovac 55,MAKSIMIR,01 233 9388,01 233 9388,dv-jordanovac@zg.htnet.hr,www.dv-jordanovac.hr,Vjerski vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.141415694,45.8241006310001,288,KOKO,"Stubička ulica 18/1, Sesvete",SESVETE,"01 200 0144, 091 548 1934",,koko.vrtic@gmail.com,www.vrtic-koko.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.110137084,45.8315971150001,289,MAČAK PAŠKO,"Kašinska cesta 32, Sesvete",SESVETE,"01 204 9764, 091 242 4084",01 550 9956,djecji.vrtic@macak-pasko.hr,www.macak-pasko.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
16.1382093830001,45.8796501140001,290,VRAPČIĆ,"Soblinečka cesta 29, Gajec",SESVETE,"01 205 6699, 098 266 992",01 205 6699,dv.vrapcic@gmail.com,www.vrapcic.net,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.1085884510001,45.831934102,291,ZVONČICA,"Trg Lovre Matačića 9, Sesvete",SESVETE,"01 200 1516, 091 636 2222",01 200 1516,djecji.vrtic.zvoncica@zg.t-com.hr,www.vrtic-zvoncica.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.9820307800001,45.846449439,292,ČAROBNI SVIJET,Remetski kamenjak 1,GORNJI GRAD-MEDVEŠČAK,098 928 8757,,info@carobnisvijet.net,www.carobnisvijet.net,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
15.981482434,45.7830170940001,293,MALI ISTRAŽIVAČ,Ulica Damira Tomljanovića - Gavrana 9,NOVI ZAGREB-ISTOK,01 889 5794,,ravnatelj@mali-istrazivac.hr,,Privatni vrtić,PODRUČNI,"Gradski ured za obrazovanje, sport i mlade",,,,,"engleski, njemački"
15.9839254880001,45.759531908,294,DJEČJI KORACI,Oreškovićeva ulica 6H,NOVI ZAGREB-ZAPAD,01 551 4479,01 551 4479,"msagud@ffzg.hr, dvdjecjikoraci@vip.hr",http:/dv-djecjikoraci.hr,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,engleski
16.1759451630001,45.820861854,295,VESELA PANDICA,"Ulica Pere Pirkera II. odvojak 19, Sesvete",SESVETE,095 804 7477,01 580 7777,dvpandica@gmail.com,www.dvpandica.com,Privatni vrtić,CENTRALNI,"Gradski ured za obrazovanje, sport i mlade",,,,,
